Index,Name,Year,Location,Citation,ACM Fellow Profile,Google Scholar Profile,Affiliation,Interests
362,Geoffrey Voelker,2017,USA,"For contributions to empirical measurement and analysis in systems, networking and security",https://awards.acm.org/award-recipients/voelker_4468054,https://scholar.google.com/citations?user=ZfDtNpUAAAAJ,"University of California, San Diego",Operating Systems Distributed Systems Security Networking Wireless
363,Gregory Hager,2017,USA,For contributions to vision-based robotics and to computer-enhanced interventional medicine,https://awards.acm.org/award-recipients/hager_9477633,https://scholar.google.com/citations?user=ivApfKcAAAAJ,"Mandell Bellmore Professor of Computer Science, Johns Hopkins University",Robotics Computer Vision Medicine HCI Computer Science
364,Insup Lee ,2017,USA,For theoretical and practical contributions to compositional real-time scheduling and runtime verification,https://awards.acm.org/award-recipients/lee_1794767,https://scholar.google.com/citations?user=qPlUgrgAAAAJ,"Professor, Computer and Information Science, University of Pennsylvania",Real-time systems Real-Time Embedded Systems Cyber Physical Systems runtime verification trust management
365,K. K. Ramakrishnan,2017,USA,"For contributions to congestion control, operating system support for networks and virtual private networks",https://awards.acm.org/award-recipients/ramakrishnan_2971273,https://scholar.google.com/citations?user=Da-s1FQAAAAJ,"Distinguished Professor of Computer Science and Engineering, University of California …",Computer Networking and Communications
366,Laxmikant Kale,2017,USA,For development of new parallel programming techniques and their deployment in high performance computing applications,https://awards.acm.org/award-recipients/kale_3486685,https://scholar.google.com/citations?user=TPOorDcAAAAJ,"Professor or Computer Science, University of Illinois",parallel programming parallel computing high performance computing computational science
367,Mani B. Srivastava,2017,USA,"For contributions to sensor networks, mobile personal sensing, and cyber-physical systems",https://awards.acm.org/award-recipients/srivastava_3309366,https://scholar.google.com/citations?user=X2Qs7XYAAAAJ,"Professor of Electrical & Computer Engineering, and Professor of Computer Science, UCLA",Embedded Systems Wireless Networks Cyber-Physical Systems Mobile Computing Sensor Networks
368,Margaret Burnett,2017,USA,"For contributions to end-user software engineering, understanding gender biases in software, and broadening participation in computing",https://awards.acm.org/award-recipients/burnett_3882230,https://scholar.google.com/citations?user=Vc58tYYAAAAJ,"University Distinguished Professor of Computer Science, Oregon State University",human computer interaction end-user programming end-user software engineering gender empirical software engineering
369,Martin Grohe ,2017,Germany,"For contributions to logic in computer science, database theory, algorithms, and computational complexity",https://awards.acm.org/award-recipients/grohe_2633511,https://scholar.google.com/citations?user=Sou5ih0AAAAJ,"Professor of Computer Science, RWTH Aachen University",
370,Martin Wong,2017,Hong Kong,For contributions to the algorithmic aspects of electronic design automation (EDA),https://awards.acm.org/award-recipients/wong_2111201,https://scholar.google.com/citations?user=WPhoQiUAAAAJ,"Edward C. Jordan Professor of Electrical and Computer Engineering, University of Illinois at …",Design Automation EDA/CAD Algorithms Optimization
371,Michael Kass,2017,USA,"For contributions to computer vision and computer graphics, particularly optimization and simulation",https://awards.acm.org/award-recipients/kass_C103297,https://scholar.google.com/citations?user=ma2bi00AAAAJ,NVIDIA,Computer Graphics Computer Vision Image Processing Signal Processing Artificial Intelligence
372,Michael Sipser,2017,USA,"For contributions to computational complexity, particularly randomized computation and circuit complexity",https://awards.acm.org/award-recipients/sipser_1534403,,,[]
373,Mor Harchol-Balter ,2017,USA,For contributions to performance modeling and analysis of distributed computing systems,https://awards.acm.org/award-recipients/harchol-balter_4518452,https://scholar.google.com/citations?user=Ooc7UNUAAAAJ,"Bruce J. Nelson Professor of Computer Science, Carnegie Mellon University",… Modeling and Design of Computer Systems Queueing theory Scheduling Capacity/Energy provisioning QoS guarantees
374,Nuria Oliver PhD,2017,Spain,"For contributions in probabilistic multimodal models of human behavior and uses in intelligent, interactive systems",https://awards.acm.org/award-recipients/oliver_CL65690,https://scholar.google.com/citations?user=VJlCMGYAAAAJ,ACM Fellow; IEEE Fellow; EurAI Fellow; Co-founder of ELLIS,Human Behavior Modeling from Data Artificial Intelligence Mobile HCI Big Data Analysis Ethics in AI
375,Professor Andrew K. Mccallum,2017,USA,"For contributions to machine learning with structured data, and innovations in scientific communication",https://awards.acm.org/award-recipients/mccallum_5725015,,,[]
376,Professor Lars Birkedal,2017,Denmark,For contributions to the semantic and logical foundations of compilers and program verification systems,https://awards.acm.org/award-recipients/birkedal_8961187,https://scholar.google.com/citations?user=1rW-bi0AAAAJ,"Dept. of Computer Science, Aarhus University",Computer Science Programming Logic Semantics
377,Professor Onur Mutlu ,2017,USA,"For contributions to computer architecture research, especially in memory systems",https://awards.acm.org/award-recipients/mutlu_0675882,https://scholar.google.com/citations?user=7XyGUGkAAAAJ,ETH Zürich and Carnegie Mellon University,Computer Architecture Memory Systems Energy Efficiency Hardware Security Genome Analysis
378,Qiang Yang,2017,Hong Kong,For contributions to artificial intelligence and data mining,https://awards.acm.org/award-recipients/yang_5016171,https://scholar.google.com/citations?user=1LxWZLQAAAAJ,"Chief AI Officer@WeBank, Chair Prof.@HKUST, IJCAI President 2017-19, AAAI-21 General …",Artificial Intelligence Transfer Learning Federated Learning Machine Learning and Data Mining
379,Ravi Ramamoorthi,2017,USA,For contributions to computer graphics rendering and physics-based computer vision,https://awards.acm.org/award-recipients/ramamoorthi_3254539,https://scholar.google.com/citations?user=q0MzO6cAAAAJ,"Professor of Computer Science, University of California, San Diego",Computer Graphics Computer Vision Signal Processing
380,Richard M Fujimoto,2017,USA,For contributions to parallel and distributed discrete event simulation,https://awards.acm.org/award-recipients/fujimoto_1572247,,,[]
381,Shafi Goldwasser ,2017,Israel,For transformative work that laid the complexity-theoretic foundations for the science of cryptography,https://awards.acm.org/award-recipients/goldwasser_8627889,,,[]
382,Shih Fu Chang ,2017,USA,For contributions to large-scale multimedia content recognition and multimedia information retrieval,https://awards.acm.org/award-recipients/chang_4609509,https://scholar.google.com/citations?user=OMVTRscAAAAJ,"Professor of Electrical Engineering and Computer Science, Columbia University",Multimedia Computer Vision Machine Learning Signal Processing Information Retrieval
383,Silvio Micali,2017,USA,For transformative work that laid the complexity-theoretic foundations for the science of cryptography,https://awards.acm.org/award-recipients/micali_9954407,,,[]
384,Steve Seitz,2017,USA,For contributions to computer vision and computer graphics,https://awards.acm.org/award-recipients/seitz_3858198,https://scholar.google.com/citations?user=-6cOYcYAAAAJ,"Professor of Computer Science & Engineering, University of Washington; Google …",Computer Vision Computer Graphics
385,Susan Dray,2017,USA,For co-founding ACM SIGCHI and disseminating exemplary user experience design and evaluation practices worldwide,https://awards.acm.org/award-recipients/dray_N948257,https://scholar.google.com/citations?user=8OQFLXgAAAAJ,Dray & Associates,Human Centered Design for Development Research/Practitioner Interaction Field Research International User Experience
386,Tal Rabin ,2017,USA,"For contributions to foundations of cryptography, including multi-party computations, signatures, and threshold and proactive protocol design",https://awards.acm.org/award-recipients/rabin_7297576,https://scholar.google.com/citations?user=18exh0MAAAAJ,IBM Research,Cryptography
387,Tomas Lozano-Perez,2017,USA,"For contributions to robotics, and motion planning, geometric algorithms, and their applications",https://awards.acm.org/award-recipients/lozano-perez_9392767,https://scholar.google.com/citations?user=gQOKAggAAAAJ,"Professor of Computer Science, MIT",Robotics Motion Planning Machine Learning
388,Venkatesan Guruswami,2017,USA,"For contributions to algorithmic coding theory, pseudorandomness, and the complexity of approximate optimization",https://awards.acm.org/award-recipients/guruswami_9450339,https://scholar.google.com/citations?user=Es6jE1kAAAAJ,"University of California, Berkeley",Computational complexity theory Algorithms Coding Theory Algebra and computation
389,Wenke Lee,2017,USA,"For contributions to systems and network security, intrusion and anomaly detection and malware analysis",https://awards.acm.org/award-recipients/lee_4678421,https://scholar.google.com/citations?user=nfkH5V4AAAAJ,John P. Imlay Jr. Chair and Professor of Computer Science at Georgia Tech,security systems networking machine learning applied cryptography
390,Yi Ma,2017,USA,For contributions to theory and application of low-dimensional models for computer vision and pattern recognition,https://awards.acm.org/award-recipients/ma_7611119,https://scholar.google.com/citations?user=XqLiBQMAAAAJ,"Professor of EECS, University of California, Berkeley",Computer Vision Compressed Sensing Machine Learning Signal Processing Robotics
391,Yvonne Rogers,2017,United Kingdom,For contributions to human-computer interaction and the design of human-centered technology,https://awards.acm.org/award-recipients/rogers_5173828,https://scholar.google.com/citations?user=qzcYcEAAAAAJ,University College London,human computer interaction interaction design cognitive science
392,Adrian Perrig,2016,Switzerland,For contributions in protocols for network and system security.,https://awards.acm.org/award-recipients/perrig_4745790,https://scholar.google.com/citations?user=n-Oret4AAAAJ,"Professor of Computer Science at ETH Zürich, Adjunct Professor of ECE at CMU, Cylab …",Security Networking Internet Security Internet Architecture Computer Security
393,Allison Druin,2016,USA,For contributions to creating information and computing technologies with and for children.,https://awards.acm.org/award-recipients/druin_2936797,https://scholar.google.com/citations?user=QpaGsuMAAAAJ,"Chief Futurist, University of Maryland",Human-Computer Interaction Search Educational applications Mobile tech
394,Andre Seznec ,2016,France,For contributions to branch prediction and cache memory design.,https://awards.acm.org/award-recipients/seznec_0977925,https://scholar.google.com/citations?user=BHupl5EAAAAJ,INRIA/IRISA,Computer Architecture
395,Anne-Marie Kermarrec,2016,France,For contributions to large-scale distributed computing.,https://awards.acm.org/award-recipients/kermarrec_CR80291,https://scholar.google.com/citations?user=aIAy-qcAAAAJ,"Professor, EPFL",Distributed systems social networks gossip protocols
396,Anthony Hey,2016,United Kingdom,For leadership in high performance computing and eScience.,https://awards.acm.org/award-recipients/hey_8598791,https://scholar.google.com/citations?user=eyOUs-kAAAAJ,Chief Data Scientist STFC,HPC particle physics data-intensive science
397,Carla Brodley,2016,USA,For applications of machine learning and for increasing participation of women in computer science.,https://awards.acm.org/award-recipients/brodley_0736905,https://scholar.google.com/citations?user=sQ8u6h4AAAAJ,Northeastern University,Machine Learning Data Mining Predictive Medicine
398,Carlo Tomasi ,2016,USA,For contributions in computer vision.,https://awards.acm.org/award-recipients/tomasi_3245438,https://scholar.google.com/citations?user=xViwZ0QAAAAJ,"Professor of Computer Science, Duke University",Computer Vision
399,Christos Kozyrakis,2016,USA,For contributions to transactional memory and data center architecture.,https://awards.acm.org/award-recipients/kozyrakis_4317434,https://scholar.google.com/citations?user=G2EJz5kAAAAJ,Stanford University,Computer Architecture Computer Systems Cloud Computing
400,Dan Boneh,2016,USA,For contributions to cryptography and computer security.,https://awards.acm.org/award-recipients/boneh_4125431,https://scholar.google.com/citations?user=MwLqCs4AAAAJ,"Professor of Computer Science, Stanford University",Cryptography Computer Security Computer Science Theory
401,Daniel Jackson,2016,United Kingdom,For contributions to software modeling and the creation of the modeling language Alloy.,https://awards.acm.org/award-recipients/jackson_N984229,https://scholar.google.com/citations?user=_hAP7BgAAAAJ,University of Göttingen,biomineralisation evolution mollusc development Geoscience Center Göttingen
402,David Peleg,2016,Israel,For contributions to distributed computing and graph algorithms.,https://awards.acm.org/award-recipients/peleg_3329364,https://scholar.google.com/citations?user=wBVagosAAAAJ,"Professor of Computer Science, Weizmann Institute",Distributed Computing Communication Network Algorithms Approximation Algorithms
403,Dr. Louiqa Raschid,2016,USA,"For data management and integration in non-traditional domains including biomedicine, finance, and humanitarian applications.",https://awards.acm.org/award-recipients/raschid_4509063,https://scholar.google.com/citations?user=MD8nInYAAAAJ,"Professor, University of Maryland",Data science
404,Dr. Robert J.K. Jacob,2016,USA,"For contributions to human-computer interaction, particularly new interaction modes and novel user interface software formalisms.",https://awards.acm.org/award-recipients/jacob_1771807,,,[]
405,Dr. Shwetak N Patel,2016,USA,"For contributions to sustainability sensing, low-power wireless sensing, and mobile health.",https://awards.acm.org/award-recipients/patel_3462843,,,[]
406,Dr. Sudipta Sengupta,2016,USA,"For contributions to cloud networking, storage, and data management.",https://awards.acm.org/award-recipients/sengupta_0287417,https://scholar.google.com/citations?user=h8M0U0oAAAAJ,"Vice President & Distinguished Scientist, Amazon AWS",Artificial Intelligence Architecture & Compilers Computer Systems Database & Storage Systems Computer Networking
407,Dr. Todd C Mowry,2016,USA,"For contributions to software prefetching and thread-level speculation.",https://awards.acm.org/award-recipients/mowry_3743598,https://scholar.google.com/citations?hl=en&user=MYsIXF4AAAAJ,"Professor of Computer Science, Carnegie Mellon University",computer architecture compilers operating systems parallel processing database performance
408,Erik Demaine,2016,Canada,"For contributions to geometric computing, data structures, and graph algorithms.",https://awards.acm.org/award-recipients/demaine_4859765,https://scholar.google.com/citations?user=6Ff2c8wAAAAJ,"Professor of Electrical Engineering and Computer Science, Massachusetts Institute of …",algorithms computational geometry data structures graph algorithms recreational algorithms
409,Fredo Durand,2016,USA,For contributions to computational photography and computer graphics rendering.,https://awards.acm.org/award-recipients/durand_7449309,https://scholar.google.com/citations?user=NJ9c4ygAAAAJ,"Professor of Computer Science, MIT",Computer Graphics Computational Photography
410,Ganesan Ramalingam,2016,USA,For contributions to static program analysis.,https://awards.acm.org/award-recipients/ramalingam_3321122,https://scholar.google.com/citations?user=PMZ1bA4AAAAJ,Microsoft Research India,Programming Languages
411,James Hendler,2016,USA,For contributions to artificial intelligence and the development of the Semantic Web.,https://awards.acm.org/award-recipients/hendler_8529710,https://scholar.google.com/citations?user=JNPbTdIAAAAJ,"Professor of computer science, RPI",Semantic web artificial intelligence web science ontologies knowledge graphs
412,James Landay,2016,USA,"For contributions to human-computer interaction, with a focus on user interface design tools and ubiquitous computing.",https://awards.acm.org/award-recipients/landay_4743282,https://scholar.google.com/citations?user=oQsObk0AAAAJ,"Professor of Computer Science, Stanford University",Human-Computer Interaction Ubiquitous Computing Design mobile computing HCI
413,Jason Flinn,2016,USA,For contributions to mobile computing and reliable distributed systems.,https://awards.acm.org/award-recipients/flinn_4792545,https://scholar.google.com/citations?user=YxGHbuMAAAAJ,Facebook,Distributed Systems Operating Systems Mobile Computing
414,Joseph Bryan Lyles,2016,USA,"For contributions to local network technology, internet measurement, and research.",https://awards.acm.org/award-recipients/lyles_1245539,,,[]
415,Justine Cassell,2016,USA,For contributions to human-computer interaction and advocacy for empowerment and voice through technology.,https://awards.acm.org/award-recipients/cassell_9133845,https://scholar.google.com/citations?user=wkC9xHMAAAAJ,Carnegie Mellon University,Embodied Conversational Agents Multimodal interfaces Dialogue Virtual Peers
416,K. Rustan M. Leino,2016,USA,For contributions to making program verification accessible and practical.,https://awards.acm.org/award-recipients/leino_3322476,,,[]
417,Luca Benini,2016,Italy,For contributions to the design of low power multi-processor systems.,https://awards.acm.org/award-recipients/benini_4640504,https://scholar.google.com/citations?user=8riq3sYAAAAJ,"ETH Zürich, Università di Bologna",Integrated Circuits Computer Architecture Embedded Systems Low Power Machine Learning
418,Manuela Veloso,2016,USA,"For contributions to the field of artificial intelligence, in particular in planning, learning, multi-agent systems, and robotics.",https://awards.acm.org/award-recipients/veloso_4988599,https://scholar.google.com/citations?user=2FbkAzYAAAAJ,"Herbert A. Simon University Professor of Computer Science, Carnegie Mellon University",Artificial Intelligence Robotics Planning Learning Multirobot Systems
419,Martin Kersten,2016,Netherlands,For the design and implementation of column-store and main-memory database systems.,https://awards.acm.org/award-recipients/kersten_5257076,https://scholar.google.com/citations?user=Kr6jppsAAAAJ,"Research Fellow, CWI, Amsterdam",Database systems
420,Michael Saks,2016,USA,"For contributions to computational complexity, theory of distributed computing, and design and analysis of algorithms.",https://awards.acm.org/award-recipients/saks_3412244,https://scholar.google.com/citations?user=ZglPAiUAAAAJ,"WA Moncrief Chair and Professor of Biomedical Engineering, Unversity of Texas at Austin",Biomechanics heart valves heart myocardium modeling
421,Monika Henzinger,2016,Austria,For contributions to computing theory and its practical application.,https://awards.acm.org/award-recipients/henzinger_0179495,https://scholar.google.com/citations?user=NXbggxYAAAAJ,"Professor of Computer Science, Institute of Science and Technology Austria (ISTA)",Efficient combinatorial algorithms
422,Nick Feamster,2016,USA,For data-driven studies of Internet security and Internet censorship.,https://awards.acm.org/award-recipients/feamster_4220634,https://scholar.google.com/citations?user=xYfYnG4AAAAJ,"Neubauer Professor of Computer Science, University of Chicago",Security Networking Computer Networks Data Science Tech Policy
423,Noga Alon,2016,Israel,"For contributions in the study of expander graphs, derandomization and streaming algorithms.
",https://awards.acm.org/award-recipients/alon_6955744,https://scholar.google.com/citations?user=vOYl40wAAAAJ,Princeton University and Tel Aviv University,combinatorics
424,Paul Barford ,2016,USA,For contributions to Internet measurement and analysis.,https://awards.acm.org/award-recipients/barford_CR55066,https://scholar.google.com/citations?user=4uypulQAAAAJ,"Professor of Computer Science, University of Wisconsin - Madison",Networking Security Systems Data Science
425,Paul Van Oorschot,2016,Canada,"For contributions to applied cryptography, authentication and computer security.",https://awards.acm.org/award-recipients/vanoorschot_5794524,https://scholar.google.com/citations?user=CMRzTi8AAAAJ,"Professor of Computer Science, Carleton University, Canada",Authentication Computer and network security Applied cryptography Computer security Information security
426,Prof Abigail Sellen,2016,Canada,For contributions to human-computer interaction and the design of human-centered technology.,https://awards.acm.org/award-recipients/sellen_7796964,https://scholar.google.com/citations?user=3UlxG6UAAAAJ,"Lab Director, Microsoft Research Cambridge, UK",Human-Computer Interaction
427,Prof. Holly E Rushmeier,2016,USA,"For work on global illumination, material capture, and display of high-dynamic-range images.",https://awards.acm.org/award-recipients/rushmeier_3463221,,,[]
428,Professor Marta Kwiatkowska,2016,United Kingdom,For contributions to the theory and practice of probabilistic verification.,https://awards.acm.org/award-recipients/kwiatkowska_5005992,https://scholar.google.com/citations?user=ArcH6PkAAAAJ,"Professor of Computing Systems, University of Oxford",Computer Science Automated Verification Probabilistic/Quantitative Model Checking
429,Radia Perlman,2016,USA,For contributions to the theory and practice of Internet routing and bridging protocols.,https://awards.acm.org/award-recipients/perlman_0754474,,,[]
430,Rajesh Gupta,2016,USA,For contributions in design of embedded systems and hardware-software codesign.,https://awards.acm.org/award-recipients/gupta_5151451,https://scholar.google.com/citations?user=I1w51gUAAAAJ,"Professor of Computer Science and Engineering,  Halıcıoğlu Data Science Institute, UC San …",Embedded Systems Cyber-Physical Systems Computer-Aided Design EDA Energy Efficiency
431,Ravi Kannan,2016,USA,For contributions to the field of theoretical computer science.,https://awards.acm.org/award-recipients/kannan_0345975,https://scholar.google.com/citations?user=jSk1DpYAAAAJ,"Senior Principal Scientist, CFD Research Corporation",High order methods Parallel programming multicore based parallelization Numerical methods Computational Drug Delivery
432,Ricardo Bianchini,2016,USA,"For contributions to power, energy, and thermal management of servers and datacenters.",https://awards.acm.org/award-recipients/bianchini_3969516,,,[]
433,Robert L. Grossman,2016,USA,"For contributions to data science, data intensive computing and data mining.",https://awards.acm.org/award-recipients/grossman_5209192,https://scholar.google.com/citations?user=3KG8arsAAAAJ,"Frederick H. Rawson Professor of Medicine and Computer Science, University of Chicago",data science data intensive computing bioinformatics cloud computing
434,Sachin S. Sapatnekar,2016,USA,For contributions to the enhancement of performance and reliability in integrated circuits.,https://awards.acm.org/award-recipients/sapatnekar_4427506,https://scholar.google.com/citations?user=RbDCxkpnnmsC,University of Minnesota,CAD for VLSI circuits
435,Sharon Oviatt,2016,USA,"For contributions to the empirical and theoretical foundations of multimodal systems, and to human-centered computer interfaces.",https://awards.acm.org/award-recipients/oviatt_N937979,https://scholar.google.com/citations?user=3CsBn00AAAAJ,"Professor of Human-centered AI, Engineering, Monash University, Melbourne Australia",Human-centered AI and computing educational interfaces mobile interfaces multimodal interfaces speech and pen interfaces
436,Somesh Jha ,2016,USA,"For contributions to verification, programming languages, and software engineering.",https://awards.acm.org/award-recipients/jha_5553649,https://scholar.google.com/citations?user=BaI7l8QAAAAJ,"Lubar Chair of Computer Science, University of Wisconsin",Trustworthy Machine Learning Security Formal methods Programming Languages
437,Stephen Blackburn,2016,Australia,For contributions to memory management in programming languages.,https://awards.acm.org/award-recipients/blackburn_4890836,https://scholar.google.com/citations?user=HgSTO7oAAAAJ,"Research Scientist, Google | Professor of Computer Science, Australian National University",Programming Languages
438,Trevor Mudge,2016,USA,For contributions to power aware computer architecture.,https://awards.acm.org/award-recipients/mudge_1601467,https://scholar.google.com/citations?user=d1KEK84AAAAJ,"Bredt Family Professor of Engineering, University of Michigan",Computer Architecture
439,Valerie Taylor ,2016,USA,For leadership in broadening participation in computing.,https://awards.acm.org/award-recipients/taylor_3883493,https://scholar.google.com/citations?user=4YCIGjAAAAAJ,university of calgary,depression bipolar microbiome obesity
440,Venkata Padmanabhan,2016,India,For research contributions and professional leadership in networked and mobile computing systems.,https://awards.acm.org/award-recipients/padmanabhan_4354973,https://scholar.google.com/citations?user=ae1ve-EAAAAJ,Microsoft Research India,Networking Mobile Computing
441,William Freeman,2016,USA,"For contributions to low-level computer vision, machine learning, and computer graphics.",https://awards.acm.org/award-recipients/freeman_8348008,https://scholar.google.com/citations?user=0zZnyMEAAAAJ,"Professor of Computer Science, MIT",computer vision computational photography
442,Xuedong Huang,2016,USA,For contributions to spoken language processing.,https://awards.acm.org/award-recipients/huang_NC99002,https://scholar.google.com/citations?user=xByATywAAAAJ,Microsoft,Speech NLP AI UI Machine Learning
443,Yolanda Gil,2016,USA,For leadership in advancing the use of artificial intelligence in support of science and for service to the community.,https://awards.acm.org/award-recipients/gil_6797860,https://scholar.google.com/citations?user=NDmGsCgAAAAJ,"Research Professor of Computer Science, University of Southern California",Artificial Intelligence Intelligent User Interfaces Knowledge Capture Scientific Workflows Semantic Web
444,Zhi-Hua Zhou ,2016,China,For contributions to machine learning and data mining.,https://awards.acm.org/award-recipients/zhou_3808048,https://scholar.google.com/citations?user=rSVIHasAAAAJ,Nanjing University,Artificial Intelligence Machine Learning Data Mining
445,Anastasia Ailamaki,2015,Switzerland,"For contributions to the design, implementation, and evaluation of modern database systems.",https://awards.acm.org/award-recipients/ailamaki_4682027,https://scholar.google.com/citations?user=YdrkeNwAAAAJ,Professor of Computer and Communication Sciences. EPFL,Data Management
446,Assaf Schuster,2015,Israel,For contributions to cloud computing.,https://awards.acm.org/award-recipients/schuster_2922672,https://scholar.google.com/citations?user=KfwgjswAAAAJ,"Professor of Computer Science, Technion",Scalability Big Data Data Mining Massive Data Streams
447,Babak Falsafi,2015,USA,For contributions to multiprocessor and memory architecture design and evaluation.,https://awards.acm.org/award-recipients/falsafi_3889037,https://scholar.google.com/citations?user=LaNEuBUAAAAJ,"Professor of Computer Science, EPFL",Computer Architecture Datacenter Systems Post-Moore Servers
448,Bing Liu ,2015,USA,"For contributions to knowledge discovery and data mining, opinion mining, and sentiment analysis.",https://awards.acm.org/award-recipients/liu_N032151,https://scholar.google.com/citations?user=Kt1bjZoAAAAJ,"Distinguished Professor, University of Illinois at Chicago",Sentiment Analysis Natural Language Processing Data Mining Machine Learning Web Mining
449,Chih-Jen Lin,2015,Taiwan,For contributions to the theory and practice of machine learning and data mining.,https://awards.acm.org/award-recipients/lin_CL37276,https://scholar.google.com/citations?user=SLMkts8AAAAJ,"Distinguished professor, National Taiwan University and affiliated professor, MBZUAI",Machine learning Data Mining Optimization Artificial Intelligence
450,Cynthia Dwork,2015,USA,"For contributions to the science of database privacy, cryptography, and distributed computing.",https://awards.acm.org/award-recipients/dwork_5162449,https://scholar.google.com/citations?user=y2H5xmkAAAAJ,Microsoft Research,theoretical computer science cryptography private data analysis differential privacy nonmalleability
451,David M. Blei,2015,USA,For contributions to the theory and practice of probabilistic topic modeling and Bayesian machine learning.,https://awards.acm.org/award-recipients/blei_3974465,,,[]
452,Dr Naehyuck Chang,2015,Republic of Korea,For contributions to low-power computing systems.,https://awards.acm.org/award-recipients/chang_UJ32668,https://scholar.google.com/citations?user=w0uiMd4AAAAJ,Samsung SDI,battery systems low-power design cyberphysical systems embedded systems design automation
453,Dr Pablo Rodriguez,2015,Spain,For contributions to content distribution architectures in peer-to-peer networks.,https://awards.acm.org/award-recipients/rodriguez_4941866,https://scholar.google.com/citations?user=yetbFCsAAAAJ,Google CTO Office. IEEE Fellow and ACM Fellow. Spain.,Distributed Systems Computer Networks Wireless Peer-to-Peer Privacy
454,Dr Piotr Indyk,2015,Poland,"For contributions to high-dimensional geometric computing, streaming/sketching algorithms, and the Sparse Fourier Transform.",https://awards.acm.org/award-recipients/indyk_2720472,https://scholar.google.com/citations?user=oOwNKsAAAAAJ,"Professor of Electrical Engineering and Computer Science, MIT",Algorithms Computational Geometry Theoretical Computer Science
455,Dr. Jian Pei,2015,Canada,"For contributions to the foundation, methodology and applications of data mining.",https://awards.acm.org/award-recipients/pei_2306918,https://scholar.google.com/citations?user=zIMEVKsAAAAJ,"Professor of Computing Science, Simon Fraser University",Data mining big data analytics database systems information retrieval
456,Dr. Mary P.  Czerwinski,2015,USA,For contributions to human-computer interaction and leadership in the CHI community.,https://awards.acm.org/award-recipients/czerwinski_4071353,,,[]
457,Dragomir R Radev,2015,USA,For contributions to natural language processing and computational linguistics,https://awards.acm.org/award-recipients/radev_4508164,,,[]
458,Elizabeth D. Mynatt,2015,USA,For contributions to human-centered computing and to the development of health information technologies.,https://awards.acm.org/award-recipients/mynatt_8471898,https://scholar.google.com/citations?user=l7nsfT4AAAAJ,"Dean, Khoury College of Computer Sciences, Northeastern University",HCI and Human-centered computing personal health informatics ubiquitous computing
459,Frank Pfenning ,2015,Germany,"For contributions to the logical foundations of automatic theorem proving and types for programming languages.",https://awards.acm.org/award-recipients/pfenning_3196938,https://scholar.google.com/citations?user=ghWKWBUAAAAJ,"Professor of Computer Science, Carnegie Mellon University",Programming Languages Logic Type Theory Automated Deduction Computer Security
460,Giuseppe De Giacomo,2015,Italy,"For contributions to description logics, data management, and verification of data-driven processes",https://awards.acm.org/award-recipients/degiacomo_5943097,https://scholar.google.com/citations?user=Sfo4K0oAAAAJ,University of Oxford & Sapienza Università di Roma,Artificial Intelligence Data Management Knowledge Representation Automated Planning Strategic Reasoning
461,Hsinchun Chen,2015,USA,For contributions to the research and development of security informatics and health informatics systems.,https://awards.acm.org/award-recipients/chen_3182110,https://scholar.google.com/citations?user=ypvW54sAAAAJ,University of Arizona,business analytics data mining security informatics health informatics
462,Jayant Haritsa,2015,India,"For contributions to the theory and practice of data management systems.",https://awards.acm.org/award-recipients/haritsa_3455151,https://scholar.google.com/citations?user=dc626ewAAAAJ,Indian Institute of Science,Database Systems
463,Judea Pearl,2015,USA,For contributions to artificial intelligence through the development of a calculus for probabilistic and causal reasoning.,https://awards.acm.org/award-recipients/pearl_2658896,https://scholar.google.com/citations?user=bAipNH8AAAAJ,"Professor of Computer Science, University of California, Los Angeles",causality artificial intelligence structural equations counterfactuals
464,Julia Hirschberg,2015,USA,For contributions to spoken language processing.,https://awards.acm.org/award-recipients/hirschberg_0374375,https://scholar.google.com/citations?user=Qrd7FCoAAAAJ,Columbia University,Spoken Language Processing Natural Language Processing Prosody
465,Kevin Fall,2015,USA,For contributions to delay-tolerant networking.,https://awards.acm.org/award-recipients/fall_4550307,https://scholar.google.com/citations?user=g848MeMAAAAJ,"Professor of Professional Counseling, Texas State University",Group domestic violence Adlerian theory
466,Kevin Skadron,2015,USA,"For contributions in power- and thermal-aware modeling, design and benchmarking of microprocessors, including GPUs.",https://awards.acm.org/award-recipients/skadron_4608824,https://scholar.google.com/citations?user=Q-As1CEAAAAJ,"Harry Douglas Forsyth Professor of Computer Science, University of Virginia",computer architecture processing in memory hardware acceleration automata processing heterogeneous computing
467,Michael Franz,2015,USA,For contributions to just-in-time compilation and optimization and to compiler techniques for computer security.,https://awards.acm.org/award-recipients/franz_3053576,https://scholar.google.com/citations?user=cpRXE50AAAAJ,"Francis Crick Institute, London",cell biology cytoskeleton cell motility signalling virology
468,Michael George Luby,2015,USA,"For contributions to coding theory, cryptography, parallel algorithms and derandomization.",https://awards.acm.org/award-recipients/luby_4157467,,,[]
469,Michael Rung-Tsong Lyu,2015,Hong Kong,For contributions to the theory and practice of software reliability engineering.,https://awards.acm.org/award-recipients/rung-tsonglyu_3920785,,,[]
