name,affiliation,homepage,scholarid,orcid,dblp_profile
Mostafa H. Ammar,Georgia Institute of Technology,http://www.cc.gatech.edu/fac/Mostafa.Ammar,OT79Y9UAAAAJ,0000-0003-2803-300X,https://dblp.org/pers/hd/a/Ammar:Mostafa_H%3D
Mubarak Shah,University of Central Florida,https://www.crcv.ucf.edu/person/mubarak-shah,p8gsO3gAAAAJ,0000-0001-6172-5572,https://dblp.org/pers/hd/s/Shah:Mubarak
Munindar P. Singh,North Carolina State University,https://www.csc.ncsu.edu/faculty/mpsingh,qNznu3kAAAAJ,0000-0003-3599-3893,https://dblp.org/pers/hd/s/Singh:Munindar_P%3D
N. Asokan,University of Waterloo,https://cs.uwaterloo.ca/about/people/n-asokan,0MqQ8AgAAAAJ,0000-0002-5093-9871,https://dblp.org/pers/hd/a/Asokan:N%3D
Naehyuck Chang,KAIST,http://www.cad4x.kaist.ac.kr/professor,w0uiMd4AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/c/Chang:Naehyuck
Nam Sung Kim,Univ. of Illinois at Urbana-Champaign,https://fast.ece.illinois.edu,iccBxJIAAAAJ,0000-0002-0442-5634,https://dblp.org/pers/hd/k/Kim:Nam_Sung
Nancy A. Lynch,Massachusetts Inst. of Technology,https://people.csail.mit.edu/lynch,LPTkkxUAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/l/Lynch:Nancy_A%3D
Nancy M. Amato,Univ. of Illinois at Urbana-Champaign,https://parasollab.web.illinois.edu/people/amato,AmaB9c4AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/a/Amato:Nancy_M%3D
Naren Ramakrishnan,Virginia Tech,http://people.cs.vt.edu/naren,fMJwG7MAAAAJ,0000-0002-1821-9743,https://dblp.org/pers/hd/r/Ramakrishnan:Naren
Narsingh Deo,University of Central Florida,http://www.cs.ucf.edu/~deo,2uiQgfMAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/d/Deo:Narsingh
Nate Foster,EPFL,https://people.epfl.ch/nate.foster,AH5j40kAAAAJ,0000-0002-6557-684X,https://dblp.org/pers/hd/f/Foster:Nate
Nelson L. Max,Univ. of California - Davis,http://faculty.engineering.ucdavis.edu/max,XXoJ5n4AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/m/Max:Nelson_L%3D
Nenad Medvidovic,University of Southern California,https://softarch.usc.edu/~neno,kqW_-2gAAAAJ,0000-0002-1906-4878,https://dblp.org/pers/hd/m/Medvidovic:Nenad
Nick Feamster,University of Chicago,https://people.cs.uchicago.edu/~feamster,xYfYnG4AAAAJ,0000-0001-9315-5201,https://dblp.org/pers/hd/f/Feamster:Nick
Nick G. Duffield,Texas A&M University,http://nickduffield.net/work,hrQOcZcAAAAJ,0000-0001-7211-1584,https://dblp.org/pers/hd/d/Duffield:Nick_G%3D
Nicole Immorlica,Yale University,https://engineering.yale.edu/academic-study/departments/computer-science/people/nicole-immorlica,_1hCq3UAAAAJ,0000-0003-4180-4657,https://dblp.org/pers/hd/i/Immorlica:Nicole
Nikhil Bansal 0001,University of Michigan,https://www.win.tue.nl/~nikhil,3Lmd6AMAAAAJ,0000-0002-6290-0894,https://dblp.org/pers/hd/b/Bansal_0001:Nikhil
Nikil Dutt,Univ. of California - Irvine,http://www.ics.uci.edu/~dutt,CpBXPVoAAAAJ,0000-0002-3060-8119,https://dblp.org/pers/hd/d/Dutt:Nikil
Niklas Elmqvist,Aarhus University,https://cs.au.dk/~elm,LoQXe24AAAAJ,0000-0001-5805-5301,https://dblp.org/pers/hd/e/Elmqvist:Niklas
Ninghui Li 0001,Purdue University,https://www.cs.purdue.edu/homes/ninghui,Qc_4yiYAAAAJ,0000-0001-8207-9717,https://dblp.org/pers/hd/l/Li_0001:Ninghui
Nir Shavit,Massachusetts Inst. of Technology,http://people.csail.mit.edu/shanir,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Shavit:Nir
Nisheeth K. Vishnoi,Yale University,https://cpsc.yale.edu/people/nisheeth-vishnoi,7b5tlJkAAAAJ,0000-0002-0255-1119,https://dblp.org/pers/hd/v/Vishnoi:Nisheeth_K%3D
Nitesh V. Chawla,University of Notre Dame,http://www3.nd.edu/~nchawla,hDLBEhkAAAAJ,0000-0003-3932-5956,https://dblp.org/pers/hd/c/Chawla:Nitesh_V%3D
Noah Snavely [Tech],Cornell University,http://www.cs.cornell.edu/~snavely,Db4BCX8AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Snavely:Noah
Noam Nisan,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~noam,zXQZPnMAAAAJ,0000-0003-3106-6304,https://dblp.org/pers/hd/n/Nisan:Noam
Noshir Contractor,Northwestern University,https://nosh.northwestern.edu,Fqw9o84AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/c/Contractor:Noshir
Oded Regev 0001,New York University,http://www.cims.nyu.edu/~regev,3-gk0ioAAAAJ,0000-0002-8616-3163,https://dblp.org/pers/hd/r/Regev_0001:Oded
Odest Chadwicke Jenkins,University of Michigan,http://ohseejay.org,dp5LnVAAAAAJ,0000-0003-3750-7334,https://dblp.org/pers/hd/j/Jenkins:Odest_Chadwicke
Olga G. Troyanskaya,Princeton University,https://www.cs.princeton.edu/people/profile/ogt,PjCDBjIAAAAJ,0000-0002-5676-5737,https://dblp.org/pers/hd/t/Troyanskaya:Olga_G%3D
Olga Sorkine-Hornung,ETH Zurich,http://igl.ethz.ch/people/sorkine,GBU568oAAAAJ,0000-0002-8089-3974,https://dblp.org/pers/hd/s/Sorkine=Hornung:Olga
Omer Reingold,Stanford University,https://omereingold.wordpress.com,TD9RhcgAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/r/Reingold:Omer
Onur Mutlu,ETH Zurich,https://people.inf.ethz.ch/omutlu,7XyGUGkAAAAJ,0000-0002-0075-2312,https://dblp.org/pers/hd/m/Mutlu:Onur
Ophir Frieder,Georgetown University,http://people.cs.georgetown.edu/~ophir,uUXCSMkAAAAJ,0000-0001-5076-8171,https://dblp.org/pers/hd/f/Frieder:Ophir
Oscar H. Ibarra,Univ. of California - Santa Barbara,https://sites.cs.ucsb.edu/~ibarra,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/i/Ibarra:Oscar_H%3D
Ouri Wolfson,University of Illinois at Chicago,https://www.cs.uic.edu/~wolfson,zGSP_osAAAAJ,0000-0002-1794-0109,https://dblp.org/pers/hd/w/Wolfson:Ouri
Padhraic Smyth,Univ. of California - Irvine,http://www.ics.uci.edu/~smyth,OsoQ-dcAAAAJ,0000-0001-9971-8378,https://dblp.org/pers/hd/s/Smyth:Padhraic
Pankaj K. Agarwal,Duke University,https://users.cs.duke.edu/~pankaj,xe0eVksAAAAJ,0000-0002-9439-181X,https://dblp.org/pers/hd/a/Agarwal:Pankaj_K%3D
Paola Inverardi,GSSI,http://people.disim.univaq.it/inverard,x8XlRFgAAAAJ,0000-0001-6734-1318,https://dblp.org/pers/hd/i/Inverardi:Paola
Paolo Ferragina,University of Pisa,http://pages.di.unipi.it/ferragina,3EILU3MAAAAJ,0000-0003-1353-360X,https://dblp.org/pers/hd/f/Ferragina:Paolo
Patrick Cousot,New York University,http://cs.nyu.edu/~pcousot,mhlvI8wAAAAJ,0000-0003-0101-9953,https://dblp.org/pers/hd/c/Cousot:Patrick
Patrick McDaniel,University of Wisconsin - Madison,http://www.patrickmcdaniel.org,AMGqrI0AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/m/McDaniel:Patrick
Paul Barford,University of Wisconsin - Madison,http://pages.cs.wisc.edu/~pb,4uypulQAAAAJ,0000-0001-7874-1819,https://dblp.org/pers/hd/b/Barford:Paul
Paul Beame,University of Washington,http://www.cs.washington.edu/people/faculty/beame,plYoF-MAAAAJ,0000-0002-2666-3545,https://dblp.org/pers/hd/b/Beame:Paul
Paul C. van Oorschot,Carleton University,http://www.scs.carleton.ca/~paulv,CMRzTi8AAAAJ,0000-0002-5038-5370,https://dblp.org/pers/hd/o/Oorschot:Paul_C%3D_van
Paul Dourish,Univ. of California - Irvine,http://www.dourish.com,wyCIJfQAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/d/Dourish:Paul
Paulo Esteves Veríssimo,KAUST,https://cemse.kaust.edu.sa/people/person/paulo-verissimo,aMHx8aUAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/v/Ver=iacute=ssimo:Paulo_Esteves
Pavel A. Pevzner,Univ. of California - San Diego,http://cseweb.ucsd.edu/~ppevzner,0fq5QeIAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/p/Pevzner:Pavel_A%3D
Per Stenström,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/per-stenstrom.aspx,wsMoM6cAAAAJ,0000-0002-4280-3843,https://dblp.org/pers/hd/s/Stenstr=ouml=m:Per
Peter A. Boncz,CWI,http://homepages.cwi.nl/~boncz,DCIZE1kAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/b/Boncz:Peter_A%3D
Peter Buneman,University of Edinburgh,http://homepages.inf.ed.ac.uk/opb,d9bq04sAAAAJ,0009-0004-9056-8587,https://dblp.org/pers/hd/b/Buneman:Peter
Peter J. Denning,Naval Postgraduate School,http://faculty.nps.edu/vitae/cgi-bin/vita.cgi?p=display_vita&id=1074712364,bfs3-ZoAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/d/Denning:Peter_J%3D
Peter J. Haas,Univ. of Massachusetts Amherst,https://people.cs.umass.edu/~phaas,PeCI8KcAAAAJ,0000-0001-5694-3065,https://dblp.org/pers/hd/h/Haas:Peter_J%3D
Peter M. Chen,University of Michigan,https://eecs.engin.umich.edu/people/chen-peter-m,dVZNQqUAAAAJ,0000-0002-5951-4183,https://dblp.org/pers/hd/c/Chen:Peter_M%3D
Peter Müller 0001,ETH Zurich,http://www.pm.inf.ethz.ch/people/personal/pmueller-pers.html,iJ0qZckAAAAJ,0000-0001-7001-2566,https://dblp.org/pers/hd/m/M=uuml=ller_0001:Peter
Peter Schröder,California Inst. of Technology,https://users.cms.caltech.edu/~ps,t3TgxNwAAAAJ,0000-0002-0323-7674,https://dblp.org/pers/hd/s/Schr=ouml=der:Peter
Peter Stone 0001,University of Texas at Austin,https://www.cs.utexas.edu/~pstone,qnwjcfAAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Stone_0001:Peter
Peter Widmayer,ETH Zurich,https://www.inf.ethz.ch/personal/widmayer,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/w/Widmayer:Peter
Philip N. Klein,Brown University,http://cs.brown.edu/~pnk,gVUD47sAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/k/Klein:Philip_N%3D
Philip S. Yu,University of Illinois at Chicago,https://www.cs.uic.edu/PSYu,D0lL1r0AAAAJ,0000-0002-3491-5968,https://dblp.org/pers/hd/y/Yu:Philip_S%3D
Philip Wadler,University of Edinburgh,http://homepages.inf.ed.ac.uk/wadler,Iz-3VFQAAAAJ,0000-0001-7619-6378,https://dblp.org/pers/hd/w/Wadler:Philip
Phillip B. Gibbons,Carnegie Mellon University,http://www.cs.cmu.edu/~gibbons,F9kqUXkAAAAJ,0000-0001-6967-2735,https://dblp.org/pers/hd/g/Gibbons:Phillip_B%3D
Phoebe Sengers,Cornell University,http://www.cs.cornell.edu/people/sengers,6c5cf1wAAAAJ,0000-0002-5778-5262,https://dblp.org/pers/hd/s/Sengers:Phoebe
Phokion G. Kolaitis,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~kolaitis,Lu7biGYAAAAJ,0000-0002-8407-8563,https://dblp.org/pers/hd/k/Kolaitis:Phokion_G%3D
Pierre Baldi,Univ. of California - Irvine,http://www.igb.uci.edu/~pfbaldi,RhFhIIgAAAAJ,0000-0001-8752-4664,https://dblp.org/pers/hd/b/Baldi:Pierre
Piotr Indyk,Massachusetts Inst. of Technology,https://people.csail.mit.edu/indyk,oOwNKsAAAAAJ,0009-0005-2022-8429,https://dblp.org/pers/hd/i/Indyk:Piotr
Prakash Panangaden,McGill University,http://www.cs.mcgill.ca/~prakash,IROzEKQAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/p/Panangaden:Prakash
Prashant J. Shenoy,Univ. of Massachusetts Amherst,https://people.cs.umass.edu/~shenoy,TciP6mcAAAAJ,0000-0002-5435-1901,https://dblp.org/pers/hd/s/Shenoy:Prashant_J%3D
Qiang Yang 0001,HKUST,http://www.cs.ust.hk/~qyang,6vQP4KIAAAAJ,0000-0001-5059-8360,https://dblp.org/pers/hd/y/Yang_0001:Qiang
Rachid Guerraoui,EPFL,http://lpdwww.epfl.ch/rachid,_TR-7CEAAAAJ,0000-0002-4794-8902,https://dblp.org/pers/hd/g/Guerraoui:Rachid
Rada Mihalcea,University of Michigan,https://web.eecs.umich.edu/~mihalcea,UetM7FgAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/m/Mihalcea:Rada
Radhika Nagpal,Princeton University,http://www.radhikanagpal.org,a3ZGDsoAAAAJ,0000-0001-9756-0167,https://dblp.org/pers/hd/n/Nagpal:Radhika
Radu Marculescu,University of Texas at Austin,https://radum.ece.utexas.edu,ZCmYP5cAAAAJ,0000-0003-1826-7646,https://dblp.org/pers/hd/m/Marculescu:Radu
Rafael Pass,Tel Aviv University,https://sites.google.com/view/rafaelpass,_7IzKZQAAAAJ,0000-0001-7440-5690,https://dblp.org/pers/hd/p/Pass:Rafael
Rafail Ostrovsky,Univ. of California - Los Angeles,http://www.cs.ucla.edu/~rafail,UvFrX04AAAAJ,0000-0002-1501-1330,https://dblp.org/pers/hd/o/Ostrovsky:Rafail
Raj Jain,Washington University in St. Louis,https://www.cse.wustl.edu/~jain,runT3RsAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/j/Jain:Raj
Raj Reddy,Carnegie Mellon University,http://www.rr.cs.cmu.edu,6n7rzokAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/r/Reddy:Raj
Rajeev Alur,University of Pennsylvania,https://www.cis.upenn.edu/~alur,kWnv_YkAAAAJ,0000-0003-1733-7083,https://dblp.org/pers/hd/a/Alur:Rajeev
Rajesh Gupta 0001,Univ. of California - San Diego,http://mesl.ucsd.edu/gupta,I1w51gUAAAAJ,0000-0002-6489-7633,https://dblp.org/pers/hd/g/Gupta_0001:Rajesh
Rajiv Gupta 0001,Univ. of California - Riverside,http://www.cs.ucr.edu/~gupta,6P4bGWAAAAAJ,0000-0002-9348-3974,https://dblp.org/pers/hd/g/Gupta_0001:Rajiv
Rajkumar Buyya,University of Melbourne,http://www.buyya.com,7xN6JqYAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/b/Buyya:Rajkumar
Ramalingam Chellappa,Johns Hopkins University,https://engineering.jhu.edu/ece/faculty/rama-chellappa,mZxsTCcAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/c/Chellappa:Ramalingam
Ramesh Govindan,University of Southern California,https://govindan.usc.edu,ZTkRs84AAAAJ,0000-0001-8311-8853,https://dblp.org/pers/hd/g/Govindan:Ramesh
Ramesh K. Sitaraman,Univ. of Massachusetts Amherst,https://groups.cs.umass.edu/ramesh,Hj4o7GYAAAAJ,0000-0003-0558-6875,https://dblp.org/pers/hd/s/Sitaraman:Ramesh_K%3D
Ran Canetti,Boston University,https://www.bu.edu/cs/profiles/ran-canetti,-PWcE1YAAAAJ,0000-0002-5479-7540,https://dblp.org/pers/hd/c/Canetti:Ran
Ranjit Jhala,Univ. of California - San Diego,https://ranjitjhala.github.io,H3wb878AAAAJ,0000-0002-1802-9421,https://dblp.org/pers/hd/j/Jhala:Ranjit
Rasmus Pagh,University of Copenhagen,https://di.ku.dk/english/staff/?pure=en/persons/309342,VO4oS8UAAAAJ,0000-0002-1516-9306,https://dblp.org/pers/hd/p/Pagh:Rasmus
Ratul Mahajan,University of Washington,https://ratul.org,Sh1yq5QAAAAJ,0009-0005-8005-6948,https://dblp.org/pers/hd/m/Mahajan:Ratul
Ravi Ramamoorthi,Univ. of California - San Diego,https://cseweb.ucsd.edu/~ravir,q0MzO6cAAAAJ,0000-0003-3993-5789,https://dblp.org/pers/hd/r/Ramamoorthi:Ravi
Ravi Sethi,University of Arizona,https://www.cs.arizona.edu/~rsethi,ID4wZFwAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Sethi:Ravi
Ravinderpal Singh Sandhu,University of Texas at San Antonio,http://www.profsandhu.com,wic7YpkAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Sandhu:Ravinderpal_Singh
Ravishankar K. Iyer,Univ. of Illinois at Urbana-Champaign,https://www.ece.illinois.edu/directory/profile/rkiyer,NOSCHOLARPAGE,0000-0003-2245-3038,https://dblp.org/pers/hd/i/Iyer:Ravishankar_K%3D
Raymond J. Mooney,University of Texas at Austin,https://www.cs.utexas.edu/~mooney,p9RsPG4AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/m/Mooney:Raymond_J%3D
Reinhard Wilhelm,Saarland University,http://rw4.cs.uni-saarland.de/people/wilhelm.shtml,cmvUbRUAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/w/Wilhelm:Reinhard
Remzi H. Arpaci-Dusseau,University of Wisconsin - Madison,http://pages.cs.wisc.edu/~remzi,C1skWKgAAAAJ,0000-0001-9965-7704,https://dblp.org/pers/hd/a/Arpaci=Dusseau:Remzi_H%3D
René Vidal,University of Pennsylvania,https://www.grasp.upenn.edu/people/rene-vidal,uT8fgagAAAAJ,0000-0003-1838-0761,https://dblp.org/pers/hd/v/Vidal:Ren%3Deacute%3D
Renée J. Miller,University of Waterloo,https://cs.uwaterloo.ca/contacts/renee-j-miller,NjeM1LsAAAAJ,0000-0002-1484-4787,https://dblp.org/pers/hd/m/Miller:Ren%3Deacute%3De_J%3D
Richard A. DeMillo,Georgia Institute of Technology,http://c21u.gatech.edu/team/staff/demillo,Pil9rEEAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/d/DeMillo:Richard_A%3D
Richard A. Kemmerer,Univ. of California - Santa Barbara,https://www.cs.ucsb.edu/~kemm,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/k/Kemmerer:Richard_A%3D
Richard S. Sutton,University of Alberta,https://webdocs.cs.ualberta.ca/~sutton,hNTyptAAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Sutton:Richard_S%3D
Richard T. Snodgrass,University of Arizona,http://www.cs.arizona.edu/~rts,BkrB4awAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Snodgrass:Richard_T%3D
Rick Stevens,University of Chicago,https://cs.uchicago.edu/people/rick-stevens,2oSSsLYAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Stevens:Rick
Rina Dechter,Univ. of California - Irvine,http://www.ics.uci.edu/~dechter,PI_3bqEAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/d/Dechter:Rina
Rob A. Rutenbar,University of Pittsburgh,https://www.chancellor.pitt.edu/people/rob-rutenbar,avq8-1QAAAAJ,0009-0006-6193-0537,https://dblp.org/pers/hd/r/Rutenbar:Rob_A%3D
Robbert van Renesse,Cornell University,https://www.cs.cornell.edu/home/rvr,uJbM58UAAAAJ,0000-0003-3598-0283,https://dblp.org/pers/hd/r/Renesse:Robbert_van
Robert B. Schnabel,University of Colorado Boulder,https://www.colorado.edu/cs/bobby-schnabel,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Schnabel:Robert_B%3D
Robert Cartwright,Rice University,https://www.cs.rice.edu/~cork/index.shtml,TtJeqqoAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/c/Cartwright:Robert
Robert E. Tarjan,Princeton University,https://www.cs.princeton.edu/~ret,lazJixIAAAAJ,0000-0001-7505-5768,https://dblp.org/pers/hd/t/Tarjan:Robert_E%3D
Robert Harper 0001,Carnegie Mellon University,http://www.cs.cmu.edu/~rwh,hbpHGtQAAAAJ,0000-0002-9400-2941,https://dblp.org/pers/hd/h/Harper_0001:Robert
Robert J. K. Jacob,Tufts University,http://www.cs.tufts.edu/~jacob,NOSCHOLARPAGE,0000-0002-5983-7388,https://dblp.org/pers/hd/j/Jacob:Robert_J%3D_K%3D
Robert Kleinberg,Cornell University,http://www.cs.cornell.edu/~rdk,zkvW8FQAAAAJ,0000-0002-8306-3407,https://dblp.org/pers/hd/k/Kleinberg:Robert
Robert Tappan Morris,Massachusetts Inst. of Technology,https://pdos.csail.mit.edu/~rtm,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/m/Morris:Robert_Tappan
Roberto Tamassia,Brown University,http://cs.brown.edu/~rt,eEYPTKUAAAAJ,0000-0003-2445-6064,https://dblp.org/pers/hd/t/Tamassia:Roberto
Robin R. Murphy,Texas A&M University,http://faculty.cs.tamu.edu/murphy,SIcRijoAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/m/Murphy:Robin_R%3D
Roch Guérin,Washington University in St. Louis,https://www.cse.wustl.edu/~guerin,54w2_AcAAAAJ,0000-0002-8928-9984,https://dblp.org/pers/hd/g/Gu=eacute=rin:Roch
Rolf Drechsler,University of Bremen,http://www.informatik.uni-bremen.de/agra/eng/team.php,9v_MAAIAAAAJ,0000-0002-9872-1740,https://dblp.org/pers/hd/d/Drechsler:Rolf
Ron Cytron,Washington University in St. Louis,https://www.cs.wustl.edu/~cytron,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/c/Cytron:Ron
Ron Shamir,Tel Aviv University,http://www.cs.tau.ac.il/~rshamir,ri4rEPMAAAAJ,0000-0003-1889-9870,https://dblp.org/pers/hd/s/Shamir:Ron
Ronald J. Brachman,Cornell University,http://brachman.org,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/b/Brachman:Ronald_J%3D
Ronald L. Rivest,Massachusetts Inst. of Technology,http://people.csail.mit.edu/rivest,6qE0tdAAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/r/Rivest:Ronald_L%3D
Ronald M. Baecker,University of Toronto,http://ron.taglab.ca,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/b/Baecker:Ronald_M%3D
Ronitt Rubinfeld,Massachusetts Inst. of Technology,http://people.csail.mit.edu/ronitt,pZhZndYAAAAJ,0000-0002-4353-7639,https://dblp.org/pers/hd/r/Rubinfeld:Ronitt
Ruby B. Lee,Princeton University,https://www.princeton.edu/~rblee,odeKATgAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/l/Lee:Ruby_B%3D
S. Lakshmivarahan,University of Oklahoma,http://www.ou.edu/coe/cs/people/varahan,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/l/Lakshmivarahan:S%3D
S. Rao Kosaraju,Johns Hopkins University,http://www.cs.jhu.edu/~kosaraju,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/k/Kosaraju:S%3D_Rao
S. Sitharama Iyengar,Florida International University,http://users.cis.fiu.edu/~iyengar,eNONM8AAAAAJ,0000-0003-2944-8178,https://dblp.org/pers/hd/i/Iyengar:S%3D_Sitharama
S. Sudarshan 0001,IIT Bombay,https://www.cse.iitb.ac.in/~sudarsha,KtP9-zYAAAAJ,0000-0002-6230-2288,https://dblp.org/pers/hd/s/Sudarshan_0001:S%3D
Salil P. Vadhan,Harvard University,http://www.eecs.harvard.edu/~salil,37frPb8AAAAJ,0000-0002-4059-4072,https://dblp.org/pers/hd/v/Vadhan:Salil_P%3D
Salvatore J. Stolfo,Columbia University,http://www.cs.columbia.edu/~sal,DknsgF8AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Stolfo:Salvatore_J%3D
Sam H. Noh,Virginia Tech,https://next.cs.vt.edu,i5lr8uEAAAAJ,0000-0002-9152-0321,https://dblp.org/pers/hd/n/Noh:Sam_H%3D
Saman P. Amarasinghe,Massachusetts Inst. of Technology,http://people.csail.mit.edu/saman,cF6i_goAAAAJ,0000-0002-7231-7643,https://dblp.org/pers/hd/a/Amarasinghe:Saman_P%3D
Samir Khuller,Northwestern University,https://www.samirkhuller.com,6vXTtDQAAAAJ,0000-0002-5408-8023,https://dblp.org/pers/hd/k/Khuller:Samir
Sampath Kannan,University of Pennsylvania,https://www.cis.upenn.edu/~kannan,WhvtccoAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/k/Kannan:Sampath
Samson Abramsky,University College London,https://www.cs.ox.ac.uk/samson.abramsky,L2vmD3MAAAAJ,0000-0003-3921-6637,https://dblp.org/pers/hd/a/Abramsky:Samson
Samuel Madden 0001,Massachusetts Inst. of Technology,http://db.csail.mit.edu/madden,a1ngrCIAAAAJ,0000-0002-7470-3265,https://dblp.org/pers/hd/m/Madden_0001:Samuel
Sandhya Dwarkadas,University of Virginia,https://engineering.virginia.edu/faculty/sandhya-dwarkadas,L1pb8GUAAAAJ,0000-0003-2631-8191,https://dblp.org/pers/hd/d/Dwarkadas:Sandhya
Sandy Irani,Univ. of California - Irvine,https://www.ics.uci.edu/~irani,dBhm_oIAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/i/Irani:Sandy
Sanjeev Arora,Princeton University,https://www.cs.princeton.edu/~arora,RUP4S68AAAAJ,0000-0002-8636-9970,https://dblp.org/pers/hd/a/Arora:Sanjeev
Sanjeev Khanna,New York University,http://www.cis.upenn.edu/~sanjeev,HriWXcEAAAAJ,0009-0000-2601-1689,https://dblp.org/pers/hd/k/Khanna:Sanjeev
Sanjit A. Seshia,Univ. of California - Berkeley,https://people.eecs.berkeley.edu/~sseshia,SlZavnIAAAAJ,0000-0001-6190-8707,https://dblp.org/pers/hd/s/Seshia:Sanjit_A%3D
Santosh Vempala,Georgia Institute of Technology,http://www.cc.gatech.edu/~vempala,hRggMmIAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/v/Vempala:Santosh
Sarit Kraus,Bar-Ilan University,http://u.cs.biu.ac.il/~sarit,PfgeYGwAAAAJ,0000-0003-4672-623X,https://dblp.org/pers/hd/k/Kraus:Sarit
Sarita V. Adve,Univ. of Illinois at Urbana-Champaign,http://rsim.cs.illinois.edu/~sadve,5m-oAesAAAAJ,0000-0002-3403-5119,https://dblp.org/pers/hd/a/Adve:Sarita_V%3D
Sartaj K. Sahni,University of Florida,http://www.cise.ufl.edu/~sahni,gMQWxE0AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Sahni:Sartaj_K%3D
Satish Rao,Univ. of California - Berkeley,http://www.cs.berkeley.edu/~satishr,x_cgL6gAAAAJ,0000-0002-7353-333X,https://dblp.org/pers/hd/r/Rao:Satish
Satoshi Matsuoka,Institute of Science Tokyo,http://matsu-www.is.titech.ac.jp/~matsu/index.html.en,UcWOl8YAAAAJ,0000-0003-1910-8532,https://dblp.org/pers/hd/m/Matsuoka:Satoshi
Saul Greenberg,University of Calgary,http://saul.cpsc.ucalgary.ca,TthhUuoAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/g/Greenberg:Saul
Scott A. Mahlke,University of Michigan,http://web.eecs.umich.edu/~mahlke,-XpZ4fgAAAAJ,0000-0002-0438-0616,https://dblp.org/pers/hd/m/Mahlke:Scott_A%3D
Scott A. Smolka,Stony Brook University,http://www3.cs.stonybrook.edu/~sas,4q-QenMAAAAJ,0000-0002-7348-630X,https://dblp.org/pers/hd/s/Smolka:Scott_A%3D
