name,affiliation,homepage,scholarid,orcid,dblp_profile
A. Prasad Sistla,University of Illinois at Chicago,https://www.cs.uic.edu/Sistla,NOSCHOLARPAGE,0009-0005-8331-7912,https://dblp.org/pers/hd/s/Sistla:A%3D_Prasad
Aarti Gupta,Princeton University,https://www.cs.princeton.edu/people/profile/aartig,S_jYB2sAAAAJ,0000-0001-6676-9400,https://dblp.org/pers/hd/g/Gupta:Aarti
Abhik Roychoudhury,National University of Singapore,https://www.comp.nus.edu.sg/~abhik,UxFWSJIAAAAJ,0000-0002-7127-1137,https://dblp.org/pers/hd/r/Roychoudhury:Abhik
Abraham Silberschatz,Yale University,http://www.cs.yale.edu/~avi,-YvgZDEAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Silberschatz:Abraham
Adam Finkelstein,Princeton University,https://www.cs.princeton.edu/~af,a959F6AAAAAJ,0000-0001-9130-8411,https://dblp.org/pers/hd/f/Finkelstein:Adam
Adam Smith 0006,Boston University,http://cs-people.bu.edu/ads22,fkGi-JMAAAAJ,0000-0001-9393-1127,https://dblp.org/pers/hd/s/Smith_0006:Adam
Adam Wierman,California Inst. of Technology,https://adamwierman.com,4OvOdSgAAAAJ,0000-0002-5923-0199,https://dblp.org/pers/hd/w/Wierman:Adam
Adi Shamir,Weizmann Institute of Science,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=1486,EHLBP20AAAAJ,0000-0002-5422-905X,https://dblp.org/pers/hd/s/Shamir:Adi
Aditya Akella,University of Texas at Austin,http://pages.cs.wisc.edu/~akella,d_rxnzAAAAAJ,0000-0002-5920-170X,https://dblp.org/pers/hd/a/Akella:Aditya
Adnan Darwiche,Univ. of California - Los Angeles,http://www.cs.ucla.edu/~darwiche,pygPWvEAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/d/Darwiche:Adnan
Adrian Perrig,ETH Zurich,http://www.netsec.ethz.ch/people/aperrig,n-Oret4AAAAJ,0000-0002-5280-5412,https://dblp.org/pers/hd/p/Perrig:Adrian
Aggelos Kiayias,University of Edinburgh,http://www.inf.ed.ac.uk/people/staff/Aggelos_Kiayias.html,P_L_vZAAAAAJ,0000-0003-2451-1430,https://dblp.org/pers/hd/k/Kiayias:Aggelos
Ahmed E. Hassan,Queen’s University,http://www.cs.queensu.ca/~ahmed,9hwXx34AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/h/Hassan:Ahmed_E%3D
Ahmed K. Elmagarmid,Qatar Computing Research Inst.,https://www.cs.purdue.edu/homes/ake,Cb9BDJkAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/e/Elmagarmid:Ahmed_K%3D
Aidong Zhang 0001,University of Virginia,https://engineering.virginia.edu/faculty/aidong-zhang,O8XxkE4AAAAJ,0000-0001-9723-3246,https://dblp.org/pers/hd/z/Zhang_0001:Aidong
Alan Bundy,University of Edinburgh,https://sweb.inf.ed.ac.uk/bundy,n7STZEYAAAAJ,0000-0002-0578-6474,https://dblp.org/pers/hd/b/Bundy:Alan
Alan H. Barr,California Inst. of Technology,http://www.eas.caltech.edu/people/2923/profile,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/b/Barr:Alan_H%3D
Alberto L. Sangiovanni-Vincentelli,Univ. of California - Berkeley,https://www2.eecs.berkeley.edu/Faculty/Homepages/sangiovanni-vicentelli.html,AhgjQ2QAAAAJ,0000-0003-1298-8389,https://dblp.org/pers/hd/s/Sangiovanni=Vincentelli:Alberto_L%3D
Albrecht Schmidt 0001,LMU Munich,https://www.en.um.informatik.uni-muenchen.de/people/professors/schmidt/index.html,qM5jR7YAAAAJ,0000-0003-3890-1990,https://dblp.org/pers/hd/s/Schmidt_0001:Albrecht
Alessandro Orso,University of Georgia,https://engineering.uga.edu/team_member/alex-orso,wCfYkMkAAAAJ,0000-0003-4516-9320,https://dblp.org/pers/hd/o/Orso:Alessandro
Alex Aiken,Stanford University,https://theory.stanford.edu/~aiken,3vKjkoQAAAAJ,0000-0002-3723-9555,https://dblp.org/pers/hd/a/Aiken:Alex
Alex C. Snoeren,Univ. of California - San Diego,http://cseweb.ucsd.edu/~snoeren,lBzZU1IAAAAJ,0000-0001-5679-3888,https://dblp.org/pers/hd/s/Snoeren:Alex_C%3D
Alex Pothen,Purdue University,https://www.cs.purdue.edu/people/faculty/apothen,_Fah5fwAAAAJ,0000-0002-3421-3325,https://dblp.org/pers/hd/p/Pothen:Alex
Alex Szalay,Johns Hopkins University,https://physics-astronomy.jhu.edu/directory/alexander-s-szalay,rUiWchkAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Szalay:Alex
Alexander L. Wolf,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~alw,21FXjJgAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/w/Wolf:Alexander_L%3D
Alfons Kemper,TU Munich,https://db.in.tum.de/~kemper,5n3YivwAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/k/Kemper:Alfons
Alistair Moffat,University of Melbourne,http://people.eng.unimelb.edu.au/ammoffat,r3xSME0AAAAJ,0000-0002-6638-0232,https://dblp.org/pers/hd/m/Moffat:Alistair
Alistair Sinclair,Univ. of California - Berkeley,http://www.cs.berkeley.edu/~sinclair,NOSCHOLARPAGE,0009-0002-9210-268X,https://dblp.org/pers/hd/s/Sinclair:Alistair
Alla Sheffer,University of British Columbia,http://www.cs.ubc.ca/~sheffa,IgkGxLsAAAAJ,0000-0001-9251-3716,https://dblp.org/pers/hd/s/Sheffer:Alla
Allan Borodin,University of Toronto,http://www.cs.toronto.edu/~bor,VIFfuYgAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/b/Borodin:Allan
Alok N. Choudhary,Northwestern University,http://www.eecs.northwestern.edu/~choudhar,6nvFl5sAAAAJ,0000-0001-8152-6319,https://dblp.org/pers/hd/c/Choudhary:Alok_N%3D
Amit P. Sheth,University of South Carolina,https://www.linkedin.com/in/amitsheth,2T3H4ekAAAAJ,0000-0002-0021-5293,https://dblp.org/pers/hd/s/Sheth:Amit_P%3D
Amit Sahai,Univ. of California - Los Angeles,http://www.cs.ucla.edu/~sahai,gqB23VMAAAAJ,0000-0003-2216-9600,https://dblp.org/pers/hd/s/Sahai:Amit
Amr El Abbadi,Univ. of California - Santa Barbara,https://www.cs.ucsb.edu/~amr,tNmIw4MAAAAJ,0000-0003-4692-3268,https://dblp.org/pers/hd/a/Abbadi:Amr_El
Amy S. Bruckman,Georgia Institute of Technology,http://www.cc.gatech.edu/fac/Amy.Bruckman,IdWa_JkAAAAJ,0000-0003-3731-7047,https://dblp.org/pers/hd/b/Bruckman:Amy_S%3D
Anand Sivasubramaniam,Pennsylvania State University,http://www.cse.psu.edu/~axs53,JWXlepgAAAAJ,0000-0001-6173-687X,https://dblp.org/pers/hd/s/Sivasubramaniam:Anand
Anant Agarwal,Massachusetts Inst. of Technology,https://www.csail.mit.edu/user/723,qvYAEucAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/a/Agarwal:Anant
Anastasia Ailamaki,EPFL,https://people.epfl.ch/anastasia.ailamaki,YdrkeNwAAAAJ,0000-0002-9949-3639,https://dblp.org/pers/hd/a/Ailamaki:Anastasia
Andrea C. Arpaci-Dusseau,University of Wisconsin - Madison,http://pages.cs.wisc.edu/~dusseau,8VkvOEEAAAAJ,0000-0001-8618-2738,https://dblp.org/pers/hd/a/Arpaci=Dusseau:Andrea_C%3D
Andreas Krause 0001,ETH Zurich,https://las.inf.ethz.ch/krausea,eDHv58AAAAAJ,0000-0001-7260-9673,https://dblp.org/pers/hd/k/Krause_0001:Andreas
Andreas Moshovos,University of Toronto,https://www.eecg.utoronto.ca/~moshovos/000/doku.php,D2VLt-8AAAAJ,0000-0001-7768-367X,https://dblp.org/pers/hd/m/Moshovos:Andreas
Andreas Zeller,CISPA Helmholtz Center,https://andreas-zeller.info,-Qytr_YAAAAJ,0000-0003-4719-8803,https://dblp.org/pers/hd/z/Zeller:Andreas
Andrew A. Chien,University of Chicago,http://people.cs.uchicago.edu/~aachien,zkqz0_0AAAAJ,0000-0002-1204-206X,https://dblp.org/pers/hd/c/Chien:Andrew_A%3D
Andrew B. Kahng,Univ. of California - San Diego,http://vlsicad.ucsd.edu/~abk,zCO_h3cAAAAJ,0000-0002-4490-5018,https://dblp.org/pers/hd/k/Kahng:Andrew_B%3D
Andrew C. Myers,Cornell University,http://www.cs.cornell.edu/andru,ovlpa_IAAAAJ,0000-0001-5819-7588,https://dblp.org/pers/hd/m/Myers:Andrew_C%3D
Andrew C. Yao,Tsinghua University,http://iiis.tsinghua.edu.cn/yao,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/y/Yao:Andrew_C%3D
Andrew McCallum,Univ. of Massachusetts Amherst,https://people.cs.umass.edu/~mccallum,yILa1y0AAAAJ,0009-0004-5487-2848,https://dblp.org/pers/hd/m/McCallum:Andrew
Andrew S. Tanenbaum,VU Amsterdam,http://www.cs.vu.nl/~ast,TvjaNqkAAAAJ,0000-0002-9547-801X,https://dblp.org/pers/hd/t/Tanenbaum:Andrew_S%3D
Andries van Dam,Brown University,http://cs.brown.edu/~avd,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/d/Dam:Andries_van
André DeHon,University of Pennsylvania,https://www.seas.upenn.edu/~andre,nintPk8AAAAJ,0000-0001-9177-7699,https://dblp.org/pers/hd/d/DeHon:Andr%3Deacute%3D
Angelos Dennis Keromytis,Georgia Institute of Technology,https://angelosk.github.io,mncyWbcAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/k/Keromytis:Angelos_Dennis
Anil K. Jain 0001,Michigan State University,https://www.cse.msu.edu/~jain,g-_ZXGsAAAAJ,0000-0002-6369-6995,https://dblp.org/pers/hd/j/Jain_0001:Anil_K%3D
Anima Anandkumar,California Inst. of Technology,http://tensorlab.cms.caltech.edu/users/anima,bEcLezcAAAAJ,0000-0002-6974-6797,https://dblp.org/pers/hd/a/Anandkumar:Anima
Anind K. Dey,University of Washington,https://ischool.uw.edu/people/faculty/profile/anind,ydA8Q5AAAAAJ,0000-0002-3004-0770,https://dblp.org/pers/hd/d/Dey:Anind_K%3D
Anja Feldmann [INF],Max Planck Society,https://www.mpi-inf.mpg.de/inet/people/anja-feldmann,mSK3340AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/f/Feldmann:Anja
Anna R. Karlin,University of Washington,http://www.cs.washington.edu/people/faculty/karlin,9ZGqm5QAAAAJ,0009-0001-9091-2702,https://dblp.org/pers/hd/k/Karlin:Anna_R%3D
Anne Condon,University of British Columbia,http://www.cs.ubc.ca/~condon,SO_j4zwAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/c/Condon:Anne
Anne-Marie Kermarrec,EPFL,https://people.epfl.ch/anne-marie.kermarrec,aIAy-qcAAAAJ,0000-0001-8187-724X,https://dblp.org/pers/hd/k/Kermarrec:Anne%3DMarie
Antonio González 0001,Polytechnic Univ. of Catalonia,http://people.ac.upc.es/antonio,WegaFkUAAAAJ,0000-0002-0009-0996,https://dblp.org/pers/hd/g/Gonz=aacute=lez_0001:Antonio
Antonio Torralba 0001,Massachusetts Inst. of Technology,http://web.mit.edu/torralba/www,8cxDHS4AAAAJ,0000-0003-4915-0256,https://dblp.org/pers/hd/t/Torralba_0001:Antonio
Anupam Gupta 0001,New York University,http://www.cs.cmu.edu/~anupamg,QuwaU-8AAAAJ,0000-0001-5579-3405,https://dblp.org/pers/hd/g/Gupta_0001:Anupam
Aravind Srinivasan,Univ. of Maryland - College Park,https://www.cs.umd.edu/~srin,sPzla6IAAAAJ,0000-0002-0062-3684,https://dblp.org/pers/hd/s/Srinivasan:Aravind
Arie E. Kaufman,Stony Brook University,http://www3.cs.stonybrook.edu/~ari,fDdcWBEAAAAJ,0000-0002-0796-6196,https://dblp.org/pers/hd/k/Kaufman:Arie_E%3D
Ariel D. Procaccia,Harvard University,http://procaccia.info,8ZpV-lkAAAAJ,0000-0002-8774-5827,https://dblp.org/pers/hd/p/Procaccia:Ariel_D%3D
Arindam Banerjee 0001,Univ. of Illinois at Urbana-Champaign,https://arindam.cs.illinois.edu,RY7cuPAAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/b/Banerjee_0001:Arindam
Arvind Krishnamurthy,University of Washington,http://www.cs.washington.edu/people/faculty/arvind,EnCwNycAAAAJ,0000-0002-9505-9528,https://dblp.org/pers/hd/k/Krishnamurthy:Arvind
Ashish Goel,Stanford University,https://web.stanford.edu/~ashishg/ashishg.html,B_rKfusAAAAJ,0000-0002-6598-4712,https://dblp.org/pers/hd/g/Goel:Ashish
Ashutosh Sabharwal,Rice University,https://ashu.rice.edu,MiqMO-kAAAAJ,0000-0003-1898-5787,https://dblp.org/pers/hd/s/Sabharwal:Ashutosh
Assaf Schuster,Technion,http://assaf.net.technion.ac.il,KfwgjswAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Schuster:Assaf
Avrim Blum,TTI Chicago,https://home.ttic.edu/~avrim,Jlv4MR4AAAAJ,0000-0003-2450-5102,https://dblp.org/pers/hd/b/Blum:Avrim
Baba C. Vemuri,University of Florida,https://www.cise.ufl.edu/~vemuri,1fEZ_osAAAAJ,0000-0002-1400-5844,https://dblp.org/pers/hd/v/Vemuri:Baba_C%3D
Babak Falsafi,EPFL,http://parsa.epfl.ch/~falsafi,LaNEuBUAAAAJ,0000-0001-5916-8068,https://dblp.org/pers/hd/f/Falsafi:Babak
Balaji Prabhakar,Stanford University,http://web.stanford.edu/~balaji,TyPF9V4AAAAJ,0009-0006-3106-8720,https://dblp.org/pers/hd/p/Prabhakar:Balaji
Bangalore S. Manjunath,Univ. of California - Santa Barbara,https://vision.ece.ucsb.edu/people/bs-manjunath,wRYM4qgAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/m/Manjunath:Bangalore_S%3D
Baoquan Chen,Peking University,https://cfcs.pku.edu.cn/baoquan,iHWtrEAAAAAJ,0000-0003-4702-036X,https://dblp.org/pers/hd/c/Chen:Baoquan
Barbara J. Grosz,Harvard University,http://grosz.seas.harvard.edu,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/g/Grosz:Barbara_J%3D
Barbara Liskov,Massachusetts Inst. of Technology,https://www.csail.mit.edu/user/971,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/l/Liskov:Barbara
Bart Selman,Cornell University,http://www.cs.cornell.edu/selman,pJ28HA0AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Selman:Bart
Barton P. Miller,University of Wisconsin - Madison,http://pages.cs.wisc.edu/~bart,dywFuRMAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/m/Miller:Barton_P%3D
Bashar Ahmad Nuseibeh,Open University UK,http://stem.open.ac.uk/people/ban25,aUQ8O9gAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/n/Nuseibeh:Bashar_Ahmad
Bella Bose,Oregon State University,http://eecs.oregonstate.edu/people/bose-bella,NOSCHOLARPAGE,0009-0009-4992-3184,https://dblp.org/pers/hd/b/Bose:Bella
Ben Y. Zhao,University of Chicago,http://people.cs.uchicago.edu/~ravenben,cYReSuEAAAAJ,0009-0003-8909-0494,https://dblp.org/pers/hd/z/Zhao:Ben_Y%3D
Beng Chin Ooi,National University of Singapore,http://www.comp.nus.edu.sg/~ooibc,9560QjYAAAAJ,0000-0003-4446-1100,https://dblp.org/pers/hd/o/Ooi:Beng_Chin
Benjamin C. Pierce,University of Pennsylvania,http://www.cis.upenn.edu/~bcpierce,2kkddh0AAAAJ,0000-0001-7839-1636,https://dblp.org/pers/hd/p/Pierce:Benjamin_C%3D
Benjamin J. Raphael,Princeton University,https://www.cs.princeton.edu/people/profile/braphael,GhvZjJUAAAAJ,0000-0003-1274-048X,https://dblp.org/pers/hd/r/Raphael:Benjamin_J%3D
Benjamin W. Wah,Chinese University of Hong Kong,https://wah.cse.cuhk.edu.hk,WL8igVEAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/w/Wah:Benjamin_W%3D
Bernard Chazelle,Princeton University,https://www.cs.princeton.edu/~chazelle,C1VwgssAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/c/Chazelle:Bernard
Bernhard Nebel,University of Freiburg,http://www2.informatik.uni-freiburg.de/~nebel,4MhUHPcAAAAJ,0000-0002-6833-6323,https://dblp.org/pers/hd/n/Nebel:Bernhard
Bernhard Schölkopf [IS],Max Planck Society,https://is.mpg.de/~bs,DZ-fHPgAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Sch=ouml=lkopf:Bernhard
Bernt Schiele [INF],Max Planck Society,https://www.mpi-inf.mpg.de/departments/computer-vision-and-multimodal-computing/people/bernt-schiele,z76PBfYAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/s/Schiele:Bernt
Bhavani Thuraisingham,University of Texas at Dallas,http://www.utdallas.edu/~bhavani.thuraisingham,o_xUNWkAAAAJ,0000-0003-4653-2080,https://dblp.org/pers/hd/t/Thuraisingham:Bhavani
Bing Liu 0001,University of Illinois at Chicago,https://www.cs.uic.edu/~liub,Kt1bjZoAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/l/Liu_0001:Bing
Björn W. Schuller,Imperial College London,https://www.doc.ic.ac.uk/~bschulle,TxKNCSoAAAAJ,0000-0002-6478-8699,https://dblp.org/pers/hd/s/Schuller:Bj%3Douml%3Drn_W%3D
Boaz Barak,Harvard University,http://www.boazbarak.org,XGiiygQAAAAJ,0000-0002-4053-8927,https://dblp.org/pers/hd/b/Barak:Boaz
Bonnie Berger,Massachusetts Inst. of Technology,https://people.csail.mit.edu/bab,qMOS01AAAAAJ,0000-0002-2724-7228,https://dblp.org/pers/hd/b/Berger:Bonnie
Bonnie J. Dorr,University of Florida,https://www.cise.ufl.edu/~bonniejdorr,jSjEWosAAAAJ,0000-0003-4356-5813,https://dblp.org/pers/hd/d/Dorr:Bonnie_J%3D
Brad A. Myers,Carnegie Mellon University,http://www.cs.cmu.edu/~bam,E1cp_aYAAAAJ,0000-0002-4769-0219,https://dblp.org/pers/hd/m/Myers:Brad_A%3D
Brent R. Waters,University of Texas at Austin,https://www.cs.utexas.edu/~bwaters,VEKxHOAAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/w/Waters:Brent_R%3D
Brian Curless,University of Washington,http://homes.cs.washington.edu/~curless,tlh8i7gAAAAJ,0000-0002-0095-5400,https://dblp.org/pers/hd/c/Curless:Brian
Brian Neil Levine,Univ. of Massachusetts Amherst,https://people.cs.umass.edu/~brian,oHbIF48AAAAJ,0000-0003-2262-0617,https://dblp.org/pers/hd/l/Levine:Brian_Neil
Bruce M. Maggs,Duke University,https://users.cs.duke.edu/~bmm,Gwrwxa0AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/m/Maggs:Bruce_M%3D
Bruce Randall Donald,Duke University,https://www.cs.duke.edu/brd,TkayRqQAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/d/Donald:Bruce_Randall
Bud Mishra,New York University,https://cs.nyu.edu/mishra,kXVBr20AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/m/Mishra:Bud
C. Lee Giles,Pennsylvania State University,https://clgiles.ist.psu.edu,sAkg9T8AAAAJ,0000-0002-1931-585X,https://dblp.org/pers/hd/g/Giles:C%3D_Lee
C.-C. Jay Kuo,University of Southern California,http://mcl.usc.edu,81d60okAAAAJ,0000-0001-9474-5035,https://dblp.org/pers/hd/k/Kuo:C%3D%3DC%3D_Jay
Carla E. Brodley,Northeastern University,http://www.ccis.northeastern.edu/people/carla-brodley,sQ8u6h4AAAAJ,0009-0008-2134-6285,https://dblp.org/pers/hd/b/Brodley:Carla_E%3D
Carla P. Gomes,Cornell University,http://www.cs.cornell.edu/gomes,3hdbdBoAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/g/Gomes:Carla_P%3D
Carlo Tomasi,Duke University,https://users.cs.duke.edu/~tomasi,xViwZ0QAAAAJ,0000-0001-6104-6641,https://dblp.org/pers/hd/t/Tomasi:Carlo
Carlos José Pereira de Lucena,PUC-RIO,http://www.inf.puc-rio.br/blog/professor/@carlos-jose-pereira-de-lucena,BCW5XGIAAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/l/Lucena:Carlos_Jos%3Deacute%3D_Pereira_de
Cathy H. Wu,University of Delaware,http://bioinformatics.udel.edu/people/personnel/cathy_wu,eiRdbhsAAAAJ,0000-0001-6379-8601,https://dblp.org/pers/hd/w/Wu:Cathy_H%3D
Chandra Chekuri,Univ. of Illinois at Urbana-Champaign,http://chekuri.cs.illinois.edu,7j3itaMAAAAJ,0000-0003-3035-1699,https://dblp.org/pers/hd/c/Chekuri:Chandra
Chandrajit L. Bajaj,University of Texas at Austin,https://www.cs.utexas.edu/~bajaj,gyL3CZ0AAAAJ,0000-0002-9619-3278,https://dblp.org/pers/hd/b/Bajaj:Chandrajit_L%3D
Charles E. Leiserson,Massachusetts Inst. of Technology,http://people.csail.mit.edu/cel,gWBoNCsAAAAJ,0000-0001-6386-5552,https://dblp.org/pers/hd/l/Leiserson:Charles_E%3D
Charles Lee Isbell Jr.,Univ. of Illinois at Urbana-Champaign,https://chancellor.illinois.edu/about,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/i/Isbell_Jr=:Charles_Lee
ChengXiang Zhai,Univ. of Illinois at Urbana-Champaign,http://czhai.cs.illinois.edu,YU-baPIAAAAJ,0000-0002-6434-3702,https://dblp.org/pers/hd/z/Zhai:ChengXiang
Chenyang Lu 0001,Washington University in St. Louis,https://www.cs.wustl.edu/~lu,tCq7Wx0AAAAJ,0000-0003-1709-6769,https://dblp.org/pers/hd/l/Lu_0001:Chenyang
Cherri M. Pancake,Oregon State University,http://eecs.oregonstate.edu/~pancake,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/p/Pancake:Cherri_M%3D
Chih-Jen Lin,National Taiwan University,https://www.csie.ntu.edu.tw/~cjlin,SLMkts8AAAAJ,0000-0003-4684-8747,https://dblp.org/pers/hd/l/Lin:Chih%3DJen
Christian S. Jensen,Aalborg University,http://people.cs.aau.dk/~csj,wo20cPYAAAAJ,0000-0002-9697-7670,https://dblp.org/pers/hd/j/Jensen:Christian_S%3D
Christopher D. Manning,Stanford University,https://nlp.stanford.edu/~manning,1zmDOdwAAAAJ,0000-0001-6155-649X,https://dblp.org/pers/hd/m/Manning:Christopher_D%3D
Christopher Krügel,Univ. of California - Santa Barbara,http://www.cs.ucsb.edu/~chris,NOSCHOLARPAGE,0000-0000-0000-0000,https://dblp.org/pers/hd/k/Kr=uuml=gel:Christopher
Christos Faloutsos,Carnegie Mellon University,http://www.cs.cmu.edu/~christos,nd8lQQIAAAAJ,0000-0003-2996-9790,https://dblp.org/pers/hd/f/Faloutsos:Christos
Christos H. Papadimitriou,Columbia University,https://www.cs.berkeley.edu/~christos,rXYLXJMAAAAJ,0009-0000-7264-8015,https://dblp.org/pers/hd/p/Papadimitriou:Christos_H%3D
Christos Kozyrakis,Stanford University,http://csl.stanford.edu/~christos,G2EJz5kAAAAJ,0000-0002-3154-7530,https://dblp.org/pers/hd/k/Kozyrakis:Christos
Claire Cardie,Cornell University,http://www.cs.cornell.edu/home/cardie,ex9BQiIAAAAJ,0000-0002-2061-6094,https://dblp.org/pers/hd/c/Cardie:Claire
Clark Barrett,Stanford University,https://theory.stanford.edu/~barrett,BtwmZfQAAAAJ,0000-0002-9522-3084,https://dblp.org/pers/hd/b/Barrett:Clark
Clifford Stein 0001,Columbia University,http://www.columbia.edu/~cs2035,r49_E2cAAAAJ,0000-0002-0614-6620,https://dblp.org/pers/hd/s/Stein_0001:Clifford
Cláudio T. Silva,New York University,https://ctsilva.github.io,YIwiAAsAAAAJ,0000-0003-2452-2295,https://dblp.org/pers/hd/s/Silva:Cl%3Daacute%3Dudio_T%3D
Constantinos Daskalakis,Massachusetts Inst. of Technology,http://people.csail.mit.edu/costis,iTv2cOgAAAAJ,0000-0002-5451-0490,https://dblp.org/pers/hd/d/Daskalakis:Constantinos
Cormac Flanagan,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~cormac,XkiApd4AAAAJ,0009-0009-5067-6774,https://dblp.org/pers/hd/f/Flanagan:Cormac
Craig Gotsman,Technion,http://www.cs.technion.ac.il/~gotsman,0JRBzUEAAAAJ,0000-0001-8579-3588,https://dblp.org/pers/hd/g/Gotsman:Craig
Craig Partridge,Colorado State University,https://compsci.colostate.edu/person/?id=B671CC0FDBA374C584551B7982C0D4DE&sq=t,f-E5nFEAAAAJ,0000-0002-7156-1601,https://dblp.org/pers/hd/p/Partridge:Craig
Cristina Conati,University of British Columbia,http://www.cs.ubc.ca/~conati,Ytp9oFQAAAAJ,0000-0002-8434-9335,https://dblp.org/pers/hd/c/Conati:Cristina
Cynthia Dwork,Harvard University,https://seas.harvard.edu/person/cynthia-dwork,y2H5xmkAAAAJ,0000-0001-7177-3738,https://dblp.org/pers/hd/d/Dwork:Cynthia
Cynthia Rudin,Duke University,https://users.cs.duke.edu/~cynthia/home.html,mezKJyoAAAAJ,0000-0003-4283-2780,https://dblp.org/pers/hd/r/Rudin:Cynthia
Dacheng Tao,Nanyang Technological University,https://dr.ntu.edu.sg/cris/rp/rp02343,RwlJNLcAAAAJ,0000-0001-7225-5449,https://dblp.org/pers/hd/t/Tao:Dacheng
Dahlia Malkhi,Univ. of California - Santa Barbara,https://cs.ucsb.edu/people/faculty/dahlia-malkhi,A_VZ7N0AAAAJ,0000-0002-7038-7250,https://dblp.org/pers/hd/m/Malkhi:Dahlia
Dan Boneh,Stanford University,http://crypto.stanford.edu/~dabo,MwLqCs4AAAAJ,0000-0003-0820-0421,https://dblp.org/pers/hd/b/Boneh:Dan
Dan Halperin,Tel Aviv University,http://acg.cs.tau.ac.il/danhalperin,NOSCHOLARPAGE,0000-0002-3345-3765,https://dblp.org/pers/hd/h/Halperin:Dan
Dan Roth 0001,University of Pennsylvania,http://www.cis.upenn.edu/~danroth,WHOHV3AAAAAJ,0009-0002-1447-5173,https://dblp.org/pers/hd/r/Roth_0001:Dan
Dan Suciu,University of Washington,https://homes.cs.washington.edu/~suciu,SIxd6jgAAAAJ,0000-0002-4144-0868,https://dblp.org/pers/hd/s/Suciu:Dan
Dana Randall,Georgia Institute of Technology,http://people.math.gatech.edu/~randall,6wCEmNYAAAAJ,0000-0002-1152-2627,https://dblp.org/pers/hd/r/Randall:Dana
Daniel A. Reed,University of Utah,https://www.hpcdan.org,YCw2r14AAAAJ,0000-0000-0000-0000,https://dblp.org/pers/hd/r/Reed:Daniel_A%3D
Daniel A. Spielman,Yale University,http://www.cs.yale.edu/homes/spielman,L82mYv8AAAAJ,0000-0002-8958-879X,https://dblp.org/pers/hd/s/Spielman:Daniel_A%3D
Daniel Cohen-Or,Tel Aviv University,http://www.cs.tau.ac.il/~dcor,fAxws1sAAAAJ,0000-0001-6777-7445,https://dblp.org/pers/hd/c/Cohen=Or:Daniel
Daniel J. Abadi,Univ. of Maryland - College Park,https://www.cs.umd.edu/people/abadi,zxeEF2gAAAAJ,0000-0003-3771-2995,https://dblp.org/pers/hd/a/Abadi:Daniel_J%3D
Daniel Jackson 0001,Massachusetts Inst. of Technology,http://people.csail.mit.edu/dnj,_hAP7BgAAAAJ,0000-0003-4864-078X,https://dblp.org/pers/hd/j/Jackson_0001:Daniel
